news,class
vídeo em que médica diz que os médicos cubanos são proibidos de trazer familiares ao brasil; que o governo não dá nenhum incentivo para médicos brasileiros trabalharem nas áreas do programa e que os médicos cubanos do programa realizam tratamentos defasados.,0
"antônio carlos de almeida castro, o kakay, é um dos quatro advogados responsáveis pela defesa de adélio bispo.",0
"o lula foi o presidente da república que mais ostentou. seus ternos eram os mais caros que já fiz para um presidente. adorava ternos confeccionados em seda palha com botões de ouro 24 quilates cobertos com prata para disfarçar. sempre achei que ele tinha uma alma de burguês, adora o luxo e a riqueza, o resto é populismo para enganar os eleitores inocentes. ele é bom nisso.",0
equipe de bolsonaro encontra 700 carretas pagas com dinheiro do bndes e abandonadas por eike batista,0
psl: defendemos o fim do 13 salário e das férias pagas,0
texto escrito por moro há mais de 17 anos em seu blog pessoal.,0
departamento de justiça dos eua divulgam ao mundo toda a corrupção de lula e dilma.,0
"notícia importante. vírus encontrado em medicamento importado da venezuela [...] não tomem o novo dipirona que vem escrito s500. [...] os médicos comprovam que contém vírus marburg, considerados um dos vírus mais perigosos do mundo e com alta taxa de mortalidade.",0
"flávio bolsonaro: um elemento negro, andando perto de uma favela, com um guarda-chuva na mão. queria o quê correu o risco. a culpa não é da polícia.",0
seu professor de história contou que a dilma me matou,0
lula detém 52% das ações da &#39;folha de s.paulo&#39;,0
"se ele ganhar, eu [gilmar mendes] saio do stf; se ele ganhar, eu [ciro gomes] saio da política; se ele ganhar, eu [pabllo vittar] paro de cantar; se ele ganhar, eu [jean wyllys] saio do brasil",0
"ibope: bolsonaro 57% haddad 43%; band news: bolsonaro 73% haddad 27%; paraná pesquisas: bolsonaro 61%, haddad 39,1%; record news: 74%, haddad 16%; btg pactual: bolsonaro 63%, haddad 37%.",0
cid gomes novamente detona o pt e acaba de vez com a candidatura de haddad,0
"atenção, não fotografem seu comprovante de voto. isso é crime eleitoral!",0
"olha gente, eu apertei 17, e tá aparecendo nulo olha aqui. sou eleitor do bolsonaro. urna adulterada, pode chamar a polícia pra me prender",0
ficou provado no autoteste do tre-sp que os teclados das urnas diebold adulteraram os votos que eram digitados.,0
enviar foto do comprovante de votação ajuda a fiscalizar a eleição,0
urnas estão estão programadas de acordo com o horário de verão.,0
capa da veja mostra joaquim barbosa pedindo para que a população não vote no pt.,0
"acusado de estupro. o candidato a presidente fernando haddad está sendo acusado de estuprar a pequena vitória de 11 anos, desde ontem ele vem perdendo o apoio de várias pessoas. fonte: uol notícias e jornal nacional",0
,0
urgente: pesquisa tracking btg. acabou de sair para o mercado financeiro: bolsonaro 77%. haddad 23%,0
datafolha computou para haddad voto declarado em bolsonaro,0
datafolha não quis me entrevistar porque sou bolsonaro,0
"o estado de sergipe deveria ser unificado a bahia, um estado pequeno que não produz nada pra que está lá",0
"o brasil inteiro sabe que eu sempre fui rival do pt. mas agora não há saída: entre haddad e bolsonaro, vou de haddad.",0
"salário mínimo: r$ 950,00. bolsa presidiário: r$ 1.319,18. me convence que o pt sabe governar",0
empresa contratada pelo tse para apuração dos votos tem ligação com o pt,0
ciro gomes volta da europa e vota em bolsonaro,0
"conheça a senhorinha que faz o depoimento tão comovente na propaganda do pt. amélia teles, guerrilheira muito conhecida na guerrilha do araguaia, presa juntamente com o marido césar por ter matado e esquartejado 2 militares. hoje, assim como dilma rousseff e outros terroristas, posam de vítimas.",0
jean wyllys pode ficar fora da câmara em 2019,0
procuradoria investiga dinheiro sujo na campanha de bolsonaro,0
avenida paulista fechada de ponta  ponta !!! milhares contra o pt e  favor de bolsonaro,0
roger waters envolvido em esquema de corrupção do pt,0
fim dos tempos: governo federal distribui kit satânico em escolas públicas através do mec,0
vaza áudio: haddad e manuela tramando contra exército e bolsonaro,0
livro de haddad cita mandamentos de lênin,0
abuso! deputado do pt do rio de janeiro visita escolas e oferece dinheiro para que as professoras façam um vídeo falso. veja o que aconteceu,0
homem com camisa escrito lula livre é preso com mais de 200 kg de maconha,0
,0
"haddad: a revolução que acontece na venezuela, é sem dúvidas uma conquista que deverá ser exemplo para todos os paises! parabéns maduro! estamos juntos !",0
"encontro de bolsonaro com o bispo edir macedo gera polêmica, ao sugerir a troca da imagem da padroeira no brasil",0
[o pl 2362012] torna a pedofilia um ato legal. o sexo com crianças a partir de 12 anos deixaria de ser crime.,0
haddad escreveu livro que defende incesto,0
a fundação transparência política internacional apontou o deputado federal jair messias bolsonaro como o político mais honesto do mundo.,0
uerj amanheceu assim. teatrão,0
,0
haddad é o criador do kit gay para crianças de seis anos,0
"confisco de bens e do seu dinheiro, a moradia social e a poupana fraterna, que preveem compartilhar sua renda e poupana e bens patrimoniais, durante 7 anos olha a merda !!!",0
&#39;andrade&#39; deixa escapar e confessa que lula será o verdadeiro presidente em caso de vitória,0
"vice de haddad garante: a bandeira lgbt tremulará junto com a brasileira, com a volta do pt",0
"como uma seção tem 777 eleitores aptos, um candidato consegui sic 9.909 votos!",0
" engraçado ver a mídia brasileira de fake news tentando descreditar a candidatura de jair bolsonaro. errado! o cara é o único candidato presidencial respeitoso da lei, honesto, decente e confiável que o brasil já teve. faça o brasil bom de novo. brasil acima de tudo e deus acima de todos em inglês",0
,0
palocci afirmou que eleições eram decididas pela cúpula. urnas foram encomendadas para fraudar eleições! o que o tse vai dizer agora,0
"não vá votar com camiseta amarela ou de outra cor qualquer que possa lhe identificar como bolsonariano, pois logo que você votar os mesários podem colocar o n 17 do lado da sua assinatura de quem votou no bolsonaro e assim anular o voto.",0
ciro gomes se declara inimigo da igreja católica!,0
"vivemos numa época onde querem que os padres se casem e que os casados se divorciem. querem que os héteros tenham relacionamentos líquidos sem compromisso, mas que os gays se casem na igreja...",0
gastos com campanha presidencial 2018. meirelles: r$ 45 milhões; alckmin: r$32 milhões; haddad: r$ 29 milhões; ciro: r$ 10 milhões; marina: r$ 4 milhões; bolsonaro: wi-fi de casa,0
jean wyllys é o futuro ministro da educação do governo [fernando] haddad do pt,0
flavio bolsonaro usou camiseta estampada com a frase movimento nordestinos voltem pra casa. o rio não é lugar para jegue,0
nunca precisou da lei rouanet.  o artista brasileiro mais conhecido em hollywood. taí a diferença.,0
alunos protestam sem roupa contra o candidato bolsonaro,0
"pf apreende van com 152 urnas eletrônicas, dessas 121 estavam preenchidas com votos para o haddad",0
"o cristianismo vai desaparecer. vai diminuir e encolher. ... nós, somos mais populares que jesus neste momento - manuela dvila",0
que tal estimular relação sexual entre pai e filha espantoesta é a leitura que foi disponibilizada pelo ministro de educação haddad enquanto esteve à frente deste ministério.,0
"após o bispo edir macedo declarar apoio ao bolsonaro, manifestantes de esquerda protestam em frente à igreja universal.",0
funcionria do ibope e data folha desmascara o instituto e fala a verdade,0
"se votar só em presidente, e votar em branco nos outros, o voto é tido como voto parcial. logo, seu voto é anulado.",0
,0
"a revista reproduz várias acusações feitas pela ex-esposa de bolsonaro em um processo que corria na vara de família sobre a guarda de filhos. o processo foi movido pelo presidente; ele, portanto, não é o réu.",0
olha o que o pt est colocando nas creches meu deus do cu,0
diretor da oea assume fraude para beneficiar o pt,0
"multidão que os petistas estão dizendo ser do pt é, na verdade, o desfile do bloco galo da madrugada.",0
rapaz vai ser no primeiro turno! #17,0
"ao completar 5 anos de idade, a criança passa a ser propriedade do estado! cabe a nós decidir se menino será menina e vice-versa! aos pais cabe acatar nossa decisão respeitosamente! sabemos o que é melhor para as crianças! - fernando haddad",0
"&#39;caso bolsonaro seja eleito, saio do stf&#39;, diz gilmar mendes",0
udio gravado por enfermeira mostra bolsonaro surtando após divulgação de pesquisa ibope,0
"um milhão de pessoas se reúnem por bolsonaro em brasília!  de arrepiar! e ainda dizem que ele não vencerá no primeiro turno, mas é claro que eu não acredito!",0
ato em campinas em prol da saúde do presidente jair messias bolsonaro.,0
"vereador josérainha, do pt. bateu na repórter e a cena não saiu em nenhum jornal, rádio ou canal de tv.",0
"quando eu vejo quem são os inimigos do bolsonaro, eu falo: &#39;eu tô escolhendo o cara certo&#39;. porque ele representa aquilo que eu acredito.",0
fátima bernardes faz surpresa e reforma casa da família de esfaqueador de bolsonaro,0
"... foto [com gleisi hoffmann]foi encontrada em um dos celulares do#assassinoadélio bispo de oliveira, autor do atentado contra o jair messias#bolsonaro.",0
"mãe com criança dentro do seu veículo é agredida por terroristas de esquerda, apoiadores de lula e haddad, somente por ter um adesivo de bolsonaro no seu carro.",0
"facada em bolsonaro - divulgado o escndalo que todo mundo suspeitava...!!!  talvez, isso explique a razão do jornalista jorge kajuru ter declarado a seguinte frase: se as pessoas soubessem o que aconteceu em juiz de fora, ficariam enojadas.",0
homem que tentou matar bolsonaro era petista seguidor de lula. legenda de foto,0
agressor de bolsonaro é assessor da campanha de dilma ao senado,0
"aos fatos entrou em contato com a pf, que afirmou que monitora toda e qualquer situação potencialmente perigosa e que não havia sido identificada qualquer ameaça concreta a algum dos candidatos. diante do ocorrido ontem, um inquérito policial foi instaurado para investigar todas as circunstâncias do fato. a pf, no entanto, por política de comunicação, informou que não comenta investigações em andamento.",0
homem que tentou matar bolsonaro era petista seguidor de lula.,0
"o suspeito [de ter atacado bolsonaro] seriajosé adélio bispo de oliveira, filiado ao pdt mineiro",0
foto mostra o candidato que sofreu uma tentativa de homicídio entrando a pé no hospital.,0
adélio bispo de oliveira é o nome do petista que tentou matar jair bolsonaro hoje em juiz de fora. ele é filiado ao partido dos trabalhadores.,0
bolsonaro é o meu candidato ideal não. mas vou votar nele vou. como eu classificaria o meu voto voto útil.  arnaldo jabor,0
"desejo de votar em lula chega a 49%;no cenário sem o petista, haddad lidera, bolsonaro mantém segunda posição e cai o índice de alckmin",0
"museu recebeu r$ 24 milhões no 1 semestre e r$ 21,7 milhões em junho. que fim levou o dinheiro",0
"o mais irônico é que a ufrj recebeu uma grana forte do bndes em junho para restaurar o museu. agora, pergunta à ufrj para onde essa grana foi. vai, pergunta.",0
6 mil toras de mogno apreendidas. valor: 8 milhões. um dos maiores desmatadores da amazônia é marido de marina silva.,0
"pt defende estatização da canção nova, tv aparecida e outras emissoras religiosas",0
essa  marina silva invadindo fazendas no estilo mst em 1986...  isso que voc quer para presidente da repblica do brasil,0
frança aprova lei declarando que crianças podem consentir em sexo com adultos,0
"pesquisa mostra bolsonaro na liderança com 86,57% das intenções.",0
"&#39;moro deixou o brasil em escombros&#39;, diz jornal de curitiba",0
aprovado. cinco anos de prisão para as mulheres que amamentam.,0
"marina silva disse, na globonews, que nenhum brasileiro fica feliz ao ver lula preso",0
está no site do governo: lula doou r$ 25 milhões a grupos terroristas,0
políticos rejeitam bolsonaro por este não aceitar se associar a partidos envolvidos em corrpução,0
cai a hipócrita: odebrecht delata marina silva: mais de r$ 1 milhão,0
bomba: pf pode prender todos artistas que receberam dinheiro da lei rouanet.,0
"papa envia terço a lula, preso político há 67 dias.",1
"ciro gomes garante que vai diminuir salários de médicos, caso chegue ao planalto.",0
sérgio moro descobre doença grave e triste notícia abala o brasil!,0
clamor: 94% da sociedade brasileira quer uma intervenção militar,0
os deputados do rio de janeiro aprovam bolsa preso e vale-transporte para parente de detento,0
pabllo vittar vai ganhar mais de r$ 1 milhão para cantar hino brasileiro na copa do mundo!,0
"sem qualquer aviso prévio, exército começa a fiscalizar senadores em brasília",0
"bolsonaro recebe r$ 18,4 milhões para proteger michel temer e atacar o pt!",0
vídeo diz que eleição de 2014 foi fraudada,0
o brasil priorizou seu comércio com viés ideológico [no governo pt]. priorizou o mercosul.,0
"'tem aí uma questão de metodologia [do ibge, sobre o número de desempregados]. quem não procura emprego, é tido como empregado. quem no ano passado trabalhou dois, três dias, é tido como empregado. quem recebe o auxílio-desemprego é tido como empregado.'",0
hoje a classificação do brasil é superior à da época [de fernando henrique cardoso].,1
os governos do pt acabaram com o curso técnico no ensino médio.,0
"'segundo o pisa, 70% dos alunos de 9 anos não sabem tabuada.'",0
um policial hoje precisa esperar o bandido atirar para reagir.,0
"paraná pesquisas registrado no tse: o mito bolsonaro vence em todos os estados, porque o povo quer renovação!",0
"há 22 processos na justiça de são paulo contra o candidato do pt, fernando nami haddad, tramitando no foro central - fazenda pública.",0
"tracking btg que acabou de sair para o mercado financeiro: bolsonaro, 52%, haddad, 48%. p.s.: votos válidos.",0
haddad é réu por improbidade em ação que apura prejuízo milionário em construção de ciclovias.,1
'haddad é acusado de enriquecimento ilícito por caixa 2 em esquema com empreiteiras,1
'addad é acusado de improbidade em ação que investiga desvio de r$ 130 milhões do theatro municipal.',1
'haddad deixou 340 mil pessoas sem atendimento médico em são paulo.',0
'haddad deixou a prefeitura de são paulo avaliado como um dos piores prefeitos da história.',1
"'haddad deixou um rombo de r$ 7,5 bilhões em são paulo.'",0
"'apesar de haddad ter sido ministro da educação, hoje mais de 70% dos estudantes têm desempenho insuficiente em português e matemática.'",0
bolsonaro contratou ilegalmente a esposa atual no seu gabinete.,0
bolsonaro triplicou o salário da esposa quando ela trabalhou no seu gabinete.,1
"bolsonaro contratou uma funcionária fantasma com a verba do seu gabinete. ela vende açaí em angra dos reis, onde ele tem uma mansão.",1
bolsonaro ocultou patrimônio pessoal da justiça eleitoral em 2006.,1
bolsonaro é acusado de sonegação de impostos.,0
bolsonaro é acusado de enriquecimento ilícito através da máquina pública.,0
'bolsonaro foi apontado em suspeita de lavagem de dinheiro.',0
bolsonaro está envolvido em caixa 2 de campanha.,0
'haddad criou o kit gay.',0
"você sabe que o maluf aqui em são paulo quase ganhou duas eleições com mais de 45% dos votos no 1 turno, depois perdeu no 2 [turno].",0
'livro que estimula relação sexual entre pai e filha foi disponibilizada pelo ministro de educação fernando haddad.',0
há países tão desiguais como o nosso que não têm uma violência tão grande.,1
o chile tem o dobro da oferta de crédito que o brasil.,0
"propostas do plano de governo pt, algumas apenas: desmilitarização das polícias, militares obviamente outro item: revogação da lei de anistia.",0
43%. haddad sobe e vence bolsonaro no 2 turno.,0
o brasil tem os políticos mais caros do mundo.,0
"de 1947 a 2017, o setor público brasileiro tem a menor taxa de investimento do setor público da história, 1,8% do pib.",1
"de 1991 a 2017, quem produziu o maior superávit primário no governo federal foi o presidente ciro, quando foi ministro da fazenda.",0
'o vietnã melhorou o pisa [programa para avaliação internacional de estudantes] dele 40 pontos em nove anos e partindo de um patamar muito mais alto que o nosso.',0
"países que gastam ... mais ou menos o mesmo [dinheiro público] que o brasil [por aluno]  como chile, méxico e turquia  têm resultado educacional superior ao nosso no pisa. países que gastam menos que o brasil por aluno, como colômbia e indonésia, têm resultados iguais aos nossos.",1
"'segundo a pm, 1 milhão de pessoas apoiaram jair bolsonaro em manifestação na avenida paulista na tarde de domingo 30.'",0
existem estados brasileiros que estão há mais de 10 anos sem contratar um policial.,0
haddad: qual é a pessoa que hoje está na vida pública e não está investigada bonner: jair bolsonaro do psl.,0
"quem paga mais imposto no brasil, proporcionalmente, é o pobre.",1
'o ceará é o estado hoje que tem proporcionalmente a maior população de estudantes de ensino médio em tempo integral em escolas profissionalizantes.',1
somos o segundo mercado consumidor de drogas do mundo.,0
desde a constituição de 88 foram editadas 23 leis federais por dia.,0
"não dá para fazer agricultura tropical sem defensivo, sem agroquímico.",0
"60% do peixe consumido no brasil é importado, vem da china.",0
o brasil gasta r$ 3 por pessoa por dia para fazer desde vacina até transplante no sus.,1
os estados unidos perderam 60 mil homens na guerra do vietnã inteira. e a gente perde isso todos os anos.,1
em 1986 não havia lei de nepotismo.,1
"nos 10 maiores bancos do país, as mulheres representam apenas 8% dos cargos de altos executivos e 10% dos membros do conselho.",1
jair bolsonaro está muito perto de vencer eleição no primeiro turno no brasil afirma agência americana que previu com exatidão a vitória de trump nos eua.,0
"como ministro da educação, eu nunca tive um voto contrário do psdb.",0
"as carceragens de delegacias são 36.765 unidades e a taxa de ocupação é de 197,4%, o que reflete um quadro de hiperlotação nas unidades carcerárias do país.",0
"mais de 100 milhões de pessoas utilizam medidas alternativas, como fossas e esgoto a céu aberto, para despejar os dejetos.",1
mais de 20% de brasileiros dependem do bolsa família.,1
"'o investimento nacional chegou em 2013 a 21% do pib, para em seguida apresentar quedas constantes, atingindo patamares inferiores a 16%.",1
o brasil é o país do continente americano que recebeu o maior fluxo de africanos escravizados entre os séculos 16 e 19.,1
o brasil gasta anualmente um plano marshall que reconstruiu a europa após a segunda guerra mundial com o pagamento de juros.,1
o brasil é o país com a maior área de insolação do planeta.,0
'o ibama leva dez anos para conceder uma licença para uma pequena central hidrelétrica.,0
"o brasil tem a matriz energética mais limpa e mais barata do mundo, porque é de base hidráulica.",0
os alunos do prouni têm desempenho melhor do que os seus colegas.,1
não há pesquisa científica no brasil.',0
"no ensino médio, há uma evasão de até 60%.",0
"'hoje, em 10% dos 5.570 municípios, o câncer é a principal causa de morte.'",1
a saúde drena a maior quantidade de recursos das prefeituras.,0
"'em 2007, o congresso nacional, contra a minha vontade e decisão, extinguiu a cpmf e na prática impediu a sua aplicação integral na saúde como eu propus.'",1
o brasil era a oitava economia do mundo. hoje é a nona.,0
"'nos estados unidos, o número de mortes por 100 mil habitantes é na ordem de cinco vezes menos do que aqui.'",1
'o brasil é hoje o maior consumidor de crack e de cocaína do mundo.',0
'cerca de 40% dos crimes contra as mulheres aconteceram dentro de casa.',1
há 63 milhões de brasileiros com nome no spc.,1
o ceará tem 77 das 100 melhores escolas básicas do brasil.,1
a mulher brasileira ganha 76% do salário que o homem ganha fazendo o mesmo serviço pela mesma jornada de trabalho.,1
metade de todos os 62 mil mortos em homicídios em 2016 são jovens de cor negra ou parda.,0
"mais de 33 mil morrem por ano, na faixa de 15 a 19 anos, por morte violenta.",1
o brasil gasta em educação tanto quanto a maior parte dos países em proporção ao seu pib.,1
o brasil é o campeão dos impostos indiretos.,0
"na maioria das democracias do mundo, dois ou no máximo três partidos têm 70% dos votos do parlamento.'",1
cresce a mais de 20% a produção de gás natural do pré-sal na bacia de santos.,1
"a lei federal diz que no dia das mães, natal, semana santa e uma série de datas, presos que já estão perto de terminar a pena podem sair naquela semana.",0
"em média 96% dos presos voltam para os presídios após saídas temporárias para cumprir a pena e 4% desaparecem, viram fugitivos, são presos e isso pode piorar a progressão de pena.'",1
"hoje, os gastos previdenciários passaram de 10% e o investimento foi de 1,2% do pib.",1
o brasil da década de 30 a 80 foi o país que mais cresceu no mundo.,1
a dívida hoje do brasil está por volta de r$ 5 trilhões.,1
"no brasil, 100 grandes empresas são detentoras de 70% de toda a riqueza.",0
mais de 200 mil [encarcerados] nunca foram julgados em nenhum plano.,1
"nós vivemos num país que, contraditoriamente, tem mais boi do que gente.",1
se tiver 200 a 300 municípios no brasil que tenham médias e grandes empresas é muito. mas em todos os municípios brasileiros estão lá as micro e pequenas empresas.,0
"na constituinte nós colocamos que é proibido todo e qualquer trabalho de menores de 14 anos. aí a turma resolveu e mudou, não é 14, é proibido todo e qualquer trabalho para menores de 16 anos, com exceção do aprendiz a partir dos 14 anos. e fizeram uma lei de aprendizado só para as grandes empresas, que representam 2% do universo das empresas. e nós esquecemos de fazer uma lei de aprendizado para 98% das empresas, que são as micro e pequenas empresas.",1
existem 508 mil imóveis da união em mãos particulares.,0
[existem] mais 38 mil [imóveis da união] de utilização pública.,1
55% das pessoas que estão na extrema pobreza estão no nordeste.,1
25% das crianças estão em creches no brasil.,0
"de 193 países no mundo, apenas 3 usam urnas eletrônicas: brasil, cuba e venezuela.'",0
o golpe de 1964 foi um golpe civil.',0
"o governo não construiu os estádios, ele acompanhou a construção e fiscalizou os prazos.",0
"quando houve uma audiência sobre o código florestal no supremo tribunal federal, o ibama e o ministério do meio ambiente foram lá defendê-lo.",1
"quando houve a conferência do clima na onu, todas as ongs elogiaram [o código florestal] como sendo o fiador do brasil para cumprir as metas do clima.",0
"no rio grande do sul, um plantador de arroz tem que licenciar a produção todo ano. nem na usina nuclear de angra dos reis há licenciamento anual. são imposições que dificultam.",0
"obras de desenvolvimento da amazônia beneficiam a população do estado com a expectativa de vida mais baixa no brasil, que tem o padrão de vida mais baixo do mundo.",0
"'quando houve a hiperinflação no governo sarney, pedro parente estava no banco central.'",0
"quando collor confiscou a poupança, parente estava no ministério da fazenda.",0
"quando estourou a dívida externa com itamar, parente estava no fmi.",1
"quando houve o apagão com fhc, parente estava no ministério das minas e energia.",0
"quando faltou gasolina, parente estava na petrobras.",1
a inflação do ano passado foi a mais baixa da história.,0
foram criados 2 milhões de novos empregos em dois anos.,0
grande parte da dívida foi formada por despesas da previdência nos últimos anos.,1
a política do desarmamento não deu certo.,0
a questão [de saúde] bucal é responsável por 30% dos prematuros.,0
"'existe um imóvel de 400 m, instalado em um terreno de 720 m, desocupado, na rua paula ney, 446, vila mariana-sp, que pertence a marcos boulos, pai de guilherme boulos.'",0
tenho 33 anos de vida pública e nenhum processo contra mim.,0
"eu fui governador, terminei o mandato com 93% de aprovação.",0
'joaquim barbosa é contra a prisão em segunda instância.',0
"no ano passado, reduzimos 12,8% o roubo de carro; 6% caiu o latrocínio.",1
"'com 16.429 juízes no brasil e 12.262 integrantes do ministério público, o custo do auxílio-moradia é de r$ 1,5 bilhão ao ano.'",0
'concessão do parque do ibirapuera] vai acabar com o viveiro de mudas manequinho lopes.',0
'pesquisa mostra que 94% da população do rio aprovou a intervenção.,0
udio no whatsapp atribuído à voz do brasil diz que não há déficit na previdência,1
"'o própolis entra na corrente sanguínea, o cheiro é exalado e os mosquitos não picam.'",0
"'grande parcela da população brasileira é imune ao vírus da febre amarela, por já ter contraído a doença anteriormente.'",0
'a vacina da febre amarela contém um porcentual absurdo de mercúrio.',0
'está havendo uma campanha de vacinação contra a febre amarela porque o governo está com estoque alto e não quer deixar vencer.  preciso garantir o lucro da indústria farmacêutica.',0
"tudo o que se conhece sobre ele [cytotec] a este respeito é o resultado de uma prática clínica muito informal, irregular e completamente assistemática.  algo muito diferente de um medicamento onde há multidões de professores e cientistas constantemente pesquisando, debatendo e aperfeiçoando o conhecimento sobre a ação e o uso do remédio.",0
"em 50% dos casos, sem importar quando o medicamento é tomado, não se consegue abortar.",0
"tanto pílulas abortivas, como qualquer outro método, de nenhuma forma pode ser considerado seguro.",0
eu não tenho patrimônio.,0
"temos um gravíssimo déficit público, que só aumentou no governo temer.",1
metade dos jovens que entram no ensino médio não concluem.,0
"de 60 mil que são assassinados por ano pela violência, 30 mil são jovens.",1
a maioria dos desempregados são jovens.,0
"quando, nos outros países da américa latina, são acrescentados mais quatro, cinco, seis anos de escolaridade, aumenta a produtividade. as pessoas ficam mais eficientes. no brasil, aumentaram os anos de escolaridade, mas a produtividade continuou a mesma.",0
o brasil tem uma das justiças criminais mais ineficientes do mundo.,1
"só 8% dos homicídios, esse dado é do cnmp [conselho nacional do ministério público], são revelados no brasil.",0
"nós deixamos prescrever crime de júri, homicídio e tentativa de homicídio dolosos, prescrição de 20 anos. isso tudo na primeira instância.",1
[eu fui o] presidente que mais fez universidades na história deste país.,1
"[a previdência] é deficitária agora. mas, de 2004 a 2014, ela foi superavitária.",0
formalizamos mais de 6 milhões de micro e pequenas empresas.,1
 baixa a taxa de solução de homicídios no brasil  entre 5% e 8%.,0
a taxa de homicídios no brasil é quase quatro vezes maior do que a dos estados unidos.,0
"tiroteios em massa fizeram aproximadamente 300 vítimas nos eua em todo o ano de 2017, enquanto no brasil há uma média de 120 homicídios cometidos com armas de fogo por dia.",0
"a taxa de homicídios por armas de fogo nos eua é de 2,7 para cada 100 mil habitantes, enquanto no brasil é de 20,7 por 100 mil habitantes dados de 2016.",0
"após mais de dez anos da promulgação do estatuto do desarmamento, não há quaisquer dados objetivos que apontem no sentido da redução dos índices de violência: pelo contrário, desde a entrada em vigor daquela lei, o número total de homicídios no brasil apresentou um aumento de 20%, atingindo a preocupante marca de 60 mil em 2016.",0
'produtos que iriam para o lixo são transformados em um alimento completo.',0
"em contato com o calor, o plástico pode liberar compostos que causam 52 tipos de câncer.",0
bolsonaro alertou para reajuste de 37% na energia elétrica e de 14% na gasolina.,0
'o brasil é o país com a legislação ambiental mais rígida do mundo.',0
"o incra abriu inúmeros assentamentos. aliás, quem mais desmatou a amazônia na história do brasil foi o incra.",0
"a invasão de reserva é assunto do passado, já acabou há muito tempo.",0
ministério da fazenda pede o fim da uerj e demissão de servidores.,1
"'o distritão dificulta a renovação do parlamento, desperdiça votos e dificulta a representação de minorias.'",1
'em todos os países parlamentaristas existe uma forte representação das mulheres.',0
"segundo o wikileaks, globo repassou à unesco só 10% do que arrecadou com o criança esperança.",0
'o apagão dos semáforos em são paulo começou na gestão fernando haddad pt.',0
"'henrique meirelles recebeu r$ 50 milhões da jbs quando ministro da fazenda, o que é irregular.'",0
"'apesar da decisão da câmara, a denúncia contra temer vai prosseguir quando ele deixar o cargo.'",1
"das cinco perícias realizadas a respeito [do áudio de michel temer com joesley batista], firmadas por técnicos e instituições especializadas, quatro são unânimes no reconhecimento da existência de ruídos e pausas derivadas de efeitos inexplicáveis ou de manipulação que anulam completamente a credibilidade que se pretende emprestar-lhe.",0
"'o país se encontrava literalmente paralisado, com as contas públicas em desordem, déficit fiscal crescente, indústrias paradas e exportações em colapso. a esse quadro, somavam-se danos como inflação em alta, de braço dado com juros insuportáveis, além de desastres na petrobras e no setor elétrico.'",1
e aí prepararam a gravação sem autorização judicial. prepararam a gravação sem nenhuma cobertura legal.',0
nós já estamos com mais de 500 mil famílias na fila de espera do bolsa família.,1
"'se o procurador-geral da república tem uma denúncia contra o presidente da república, ele primeiro precisa provar. tem que ter provas materiais.'",0
"'foram realizados estudos pela dra. priscila coleman, que é professora de desenvolvimento humano e estudos familiares da bowling green state university, onde 1.000 mulheres participaram. o objetivo era descobrir as diferenças entre adolescentes que tinham tido filhos e as que tinham praticado o aborto diante de uma gravidez inesperada e o resultado foi que aquelas que realizaram o aborto tiveram cinco vezes mais necessidades de ajuda psicológica do que as que tiveram filhos. a pesquisadora constatou que os prejuízos psicológicos para quem realizou o aborto são muito maiores que os da condução da gravidez.'",0
'os 10 países onde mais se trabalhou em um ano para pagar impostos.',0
mais de 100 mil criminosos estão no regime semiaberto,1
"o projeto foi assinado por deputados como darcísio perondi e pelo ex-deputado nelson marchesan júnior e está pronto para ser votado. só depende do presidente da câmara dos deputados, rodrigo maia.",0
muitos direitos [trabalhistas] relevantes estão previstos ou regulamentados apenas na clt e em outras leis ordinárias.,1
"os enormes avanços na ciência registrados nos últimos 20 anos na fetologia e na embriologia, com o conhecimento do nosso dna, vieram ressaltar a concepção como o único momento em que é possível identificar o início da vida humana.",0
a cracolândia fisicamente deixou de existir.,0
"durante duas décadas, poucas tentativas [de resolver o problema da cracolândia] foram feitas e não funcionaram.",0
"essa mesma gravação, totalmente ilegal, pois não tinha autorização judicial, agora está sendo defendida [pelo ministro do supremo tribunal federal stf edson] fachin como sendo uma prova legal de obstrução da justiça.",0
vídeo mostra policiais militares quebrando vidros em prédio público em brasília,0
"nós reforçamos a lava jato com mais delegados, mais agentes, mais peritos, mais orçamento.",0
"aécio: meu filho frederico pacheco de medeiros está preso por causa de sua lealdade a você, seu primo.",1
as lacunas e as confusões da [clt] ... fazem com que o brasil seja o campeão de ajuizamento de ações trabalhistas em todo o mundo.,0
"isso foi ao vivo. a globo não teve como evitar esse desabafo do ciro gomes. foi bem cedo no bom dia brasil, pois, imediatamente após, algumas pessoas do congresso e do senado ligaram para a rede globo e retiraram o vídeo da pauta dos demais telejornais do dia.",0
"eu nunca votei com o partido, tanto é que quem diz isso não sou eu.  o joaquim barbosa.",0
'o ano passado nós gastamos r$ 28 bilhões com o bolsa família.',1
"a massa que atualmente se aposenta está até três salários mínimos, mais da metade está até três salários mínimos.",1
a gente cresce 2 milhões de habitantes por ano [no brasil],1
"você tem o rio cotingo [em roraima] que, pela topografia, você pode construir três hidrelétricas lá. uma só já seria suficiente para abastecer roraima e ainda sobraria metade [da energia]",0
